Zielobjekt,Gefährdung,Eintrittshäufigkeit ohne zusätzliche Maßnahmen,Auswirkung ohne zusätzliche Maßnahmen,Risiko ohne zusätzliche Maßnahmen,Risikobehandlungs-option,Erläuterung zur Risikobehandlung,Eintrittshäufigkeit mit zusätzlichen Maßnahmen,Auswirkung mit zusätzlichen Maßnahmen,Risiko mit zusätzlichen Maßnahmen
A010,G 0.28 Software-Schwachstellen oder -Fehler,selten,beträchtlich,mittel,Risikoakzeptanz,Die Administratoren verfolgen die aktuellen Meldungen über Schwachstellen der Software des Systems und spielen verfügbare Sicherheitspatches zeitnah ein. Weitere Maßnahmen werden als nicht nötig erachtet.,,,
A010,G 0.29 Verstoß gegen Gesetze oder Regelungen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wurde das verbleibende Restrisiko für vertretbar gehalten.,,,
A010,G 0.30 Unberechtigte Nutzung oder Administration von Geräten und Systemen,selten,begrenzt,gering,Risikoakzeptanz,"Die Zugriffsrechte auf das Active Directory sind strikt reglementiert. Den Administratoren werden zudem als vertrauenswürdig eingestuft, so dass weitergehende Maßnahmen zur Kontrolle der Administrationszugriffe in Relation zum hierfür erforderlichen Aufwand als nicht erforderlich eingestuft wurden",,,
A010,G 0.31 Fehlerhafte Nutzung oder Administration von Geräten und Systemen,selten,begrenzt,gering,Risikoakzeptanz,Die Administratoren und Mitarbeiter werden ausreichend im Umgang mit dem Active Directory geschult. Weitere Maßnahmen werden nicht für nötig gehalten.,,,
A010,G 0.32 Missbrauch von Berechtigungen,selten,begrenzt,gering,Risikoakzeptanz,"Die vorhandenen Berechtigungen werden als hinreichend restriktiv angesehen. Den Administratoren wird vertraut, so dass weitergehende Kontrollen ihrer Tätigkeit nicht geplant werden.",,,
A010,G 0.33 Personalausfall,selten,vernachlässigbar,gering,Risikoakzeptanz,"Es gibt ausreichendes, kompetentes Personal. Das Restrisiko wird als vertretbar angesehen.",,,
A010,G 0.36 Identitätsdiebstahl,selten,vernachlässigbar,gering,Risikoakzeptanz,Der Identitätsdiebstahl ist beim Active Directory nach Meinung der RECPLAST nicht möglich.,,,
A010,G 0.37 Abstreiten von Handlungen,selten,begrenzt,gering,Risikoakzeptanz,Die Handlungen werden protokolliert. Das Restrisiko wird als vertretbar angesehen.,,,
A010,G 0.38 Missbrauch personenbezogener Daten,selten,begrenzt,gering,Risikoakzeptanz,Es werden keine kritischen bzw. sensiblen Daten im Active Directory gespeichert. Das Restrisiko wird als vertretbar angesehen.,,,
A010,G 0.39 Schadprogramme,selten,beträchtlich,mittel,Risikoreduktion,"Die technischen Maßnahmen zur Risikominimierung für das Active Directory werden als hinreichend erachtet. Da sich aber diese Gefährdungen insbesondere auch aufgrund von Leichtfertigkeit oder anderen Fehlern der Benutzer ergeben, ist eine grundsätzliche Sensibilisierungsmaßnahme zu den Gefahren durch Schadsoftware, Phishing, Social Engineering etc. geplant. ",selten,beträchtlich,mittel
A010,G 0.40 Verhinderung von Diensten (Denial of Service),selten,begrenzt,gering,Risikoakzeptanz,"Der Server ist redundant vorhanden. Dadurch kann ein Ausfall von Diensten schnell behoben werden, indem auf einen anderen Server umgeschwenkt wird. Das Restrisiko wird für vertretbar gehalten.",,,
A010,G 0.42 Social Engineering,selten,begrenzt,gering,Risikoakzeptanz,Die Administratoren sind ausreichend sensibilisert. Das Restrisiko wird für vertretbar gehalten.,,,
A010,G 0.43 Einspielen von Nachrichten,selten,vernachlässigbar,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wurde das verbleibende Restrisiko für vertretbar gehalten.,,,
A010,G 0.45 Datenverlust,selten,begrenzt,gering,Risikoakzeptanz,Das Backup-Verfahren für das Active Directory werden als ausreichend gewertet,,,
A010,G 0.46 Integritätsverlust schützenswerter Informationen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wurde das verbleibende Restrisiko für vertretbar gehalten.,,,
A011,G 0.15 Abhören,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Risiko als vertretbar eingeschätzt.,,,
A011,G 0.18 Fehlplanung oder fehlende Anpassung,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Risiko als vertretbar eingeschätzt.,,,
A011,G 0.19 Offenlegung schützenswerter Informationen,mittel,beträchtlich,mittel,Risikoreduktion,"Die Datenbanken, welche durch das Datenbanksystem verwaltet werden, sollen verschlüsselt werden. ",selten,beträchtlich,mittel
A011,G 0.20 Informationen oder Produkte aus unzuverlässiger Quelle,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Risiko als vertretbar eingeschätzt.,,,
A011,G 0.21 Manipulation von Hard- oder Software,selten,beträchtlich,mittel,Risikoreduktion,Die Datenbanksysteme sollen als virtuelle Maschine betrieben werden. Dadurch ist der Umzug bei einem Ausfall oder Manipulation leichter durchzführen.,selten,beträchtlich,mittel
A011,G 0.22 Manipulation von Informationen,selten,beträchtlich,mittel,Risikoakzeptanz,Nur berechtigte Administratoren haben Zugriff auf das Datenbanksystem. Diesen Administratoren wird vertraut. Das Restrisiko wird als vertretbar angesehen.,,,
A011,G 0.23 Unbefugtes Eindringen in IT-Systeme,häufig,begrenzt,mittel,Risikoreduktion,Es soll ein Intrusion-Detection-System angeschafft werden.,selten,begrenzt,gering
A011,G 0.25 Ausfall von Geräten oder Systemen,selten,beträchtlich,mittel,Risikoreduktion,Die Datenbanksysteme sollen als virtuelle Maschine betrieben werden. Dadurch ist der Umzug bei einem Ausfall oder Manipulation leichter durchzüfhren.,selten,beträchtlich,mittel
A011,G 0.26 Fehlfunktion von Geräten oder Systemen,mittel,beträchtlich,mittel,Risikoreduktion,Die Datenbanksysteme sollen als virtuelle Maschine betrieben werden. Dadurch ist der Umzug bei einem Ausfall oder Manipulation leichter durchzführen.,selten,beträchtlich,mittel
A011,G 0.27 Ressourcenmangel,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Risiko als vertretbar eingeschätzt.,,,
A011,G 0.28 Software-Schwachstellen oder -Fehler,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Risiko als vertretbar eingeschätzt.,,,
A011,G 0.30 Unberechtigte Nutzung oder Administration von Geräten und Systemen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Risiko als vertretbar eingeschätzt.,,,
A011,G 0.31 Fehlerhafte Nutzung oder Administration von Geräten und Systemen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Risiko als vertretbar eingeschätzt.,,,
A011,G 0.32 Missbrauch von Berechtigungen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Risiko als vertretbar eingeschätzt.,,,
A011,G 0.36 Identitätsdiebstahl,selten,vernachlässigbar,gering,Risikoakzeptanz,Ein Identitätsdiebstahl ist nach Meinung der RECPLAST GmbH nicht möglich. Das Restrisiko ist vertretbar.,,,
A011,G 0.37 Abstreiten von Handlungen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Risiko als vertretbar eingeschätzt.,,,
A011,G 0.39 Schadprogramme,selten,beträchtlich,mittel,Risikoreduktion,"Die technischen Maßnahmen zur Risikominimierung für das Datenbanksystem werden als hinreichend erachtet. Da sich aber diese Gefährdungen insbesondere auch aufgrund von Leichtfertigkeit oder anderen Fehlern der Benutzer ergeben, ist eine grundsätzliche Sensibilisierungsmaßnahme zu den Gefahren durch Schadsoftware, Phishing, Social Engineering etc. geplant. ",selten,beträchtlich,mittel
A011,G 0.40 Verhinderung von Diensten (Denial of Service),selten,beträchtlich,mittel,Risikoreduktion,Die Datenbanksysteme sollen als virtuelle Maschine betrieben werden. Dadurch ist der Umzug bei einem Ausfall oder Manipulation leichter durchzüfhren.,selten,beträchtlich,mittel
A011,G 0.43 Einspielen von Nachrichten,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird  das verbleibende Restrisiko für vertretbar gehalten.,,,
A011,G 0.45 Datenverlust,selten,begrenzt,gering,Risikoakzeptanz,Das Backupverfahren wird als ausreichend bewertet. Das Restrisiko wird für vertretbar erachtet.,,,
A011,G 0.46 Integritätsverlust schützenswerter Informationen,selten,beträchtlich,mittel,Risikoreduktion,"Es sollen Datenbank-Security-Tools angeschafft werden. Dadurch werden die möglichen Auswirkungen verringert, da die Integritätsverluste schneller erkannt werden können.",selten,beträchtlich,mittel
A019,G 0.11 Ausfall oder Störung von Dienstleistern,selten,begrenzt,gering,Risikoakzeptanz,Ein Ausfall des Dienstleisters oder eine Störung beim Dienstleister ist vertraglich geregelt. Es wurden SLA's mit dem Dienstleister vereinbart.,,,
A019,G 0.14 Ausspähen von Informationen (Spionage),selten,begrenzt,gering,Risikoakzeptanz,Die Berechtigungen für den Zugriff auf relevante Informationen ist restriktiv. Die Mitarbeiter des Dienstleisters haben keinen Zugriff auf die Daten der RECPLAST GmbH. Das Restrisiko wird getragen.,,,
A019,G 0.15 Abhören,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird  das verbleibende Restrisiko für vertretbar gehalten.,,,
A019,"G 0.17 Verlust von Geräten, Datenträgern oder Dokumenten",selten,begrenzt,gering,Risikoakzeptanz,Die Datenträger des Webservers der RECPLAST GmbH sind inventarisiert. Ein Verlust wird schnell erkannt. Zusätzlich dazu sind die Festplatten verschlüsselt. Die Festplatten im Webserver des Dienstleisters sind inventarisiert und jegliche Änderung am System ist vorher mit der RECPLAST GmbH abzustimmen. Dies ist vertraglich vereinbart.,,,
A019,G 0.18 Fehlplanung oder fehlende Anpassung,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird  das verbleibende Restrisiko für vertretbar gehalten.,,,
A019,G 0.19 Offenlegung schützenswerter Informationen,selten,begrenzt,gering,Risikoakzeptanz,Ein Export von Daten vom Webserver ist nicht möglich. Nur die Administratoren und berechtigte Mitarbeiter der RECPLAST GmbH haben auf die schützenswerten Informationen Zugriff. Diesen Mitarbeitern wird vertraut. Das Restrisiko wird als tragbar eingeschätzt.,,,
A019,G 0.20 Informationen oder Produkte aus unzuverlässiger Quelle,selten,begrenzt,gering,Risikoakzeptanz,"Es werden nur Produkte aus zuverlässigen Quellen bezogen.
Aufgrund der dafür bereits umgesetzten Maßnahmen wird  das verbleibende Restrisiko für vertretbar gehalten.",,,
A019,G 0.21 Manipulation von Hard- oder Software,selten,begrenzt,gering,Risikoakzeptanz,Nur berechtigte Administratoren bzw. Mitarbeiter haben Zugriff auf den Webserver. Diesen Administratoren und Mitarbeitern wird vertraut. Das Restrisiko wird als vertretbar angesehen.,,,
A019,G 0.22 Manipulation von Informationen,selten,begrenzt,gering,Risikoakzeptanz,Nur berechtigte Administratoren bzw. Mitarbeiter haben Zugriff auf den Webserver. Diesen Administratoren und Mitarbeitern wird vertraut. Das Restrisiko wird als vertretbar angesehen.,,,
A019,G 0.23 Unbefugtes Eindringen in IT-Systeme,selten,beträchtlich,mittel,Risikoreduktion,Es soll ein Intrusion-Detection-System angeschafft werden.,selten,beträchtlich,mittel
A019,G 0.25 Ausfall von Geräten oder Systemen,selten,beträchtlich,mittel,Risikoreduktion,Es soll ein redundanter Server angeschafft werden.,selten,beträchtlich,mittel
A019,G 0.26 Fehlfunktion von Geräten oder Systemen,mittel,beträchtlich,mittel,Risikoreduktion,Es soll ein redundanter Server angeschafft werden.,selten,beträchtlich,mittel
A019,G 0.27 Ressourcenmangel,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird  das verbleibende Restrisiko für vertretbar gehalten.,,,
A019,G 0.28 Software-Schwachstellen oder -Fehler,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird  das verbleibende Restrisiko für vertretbar gehalten.,,,
A019,G 0.29 Verstoß gegen Gesetze oder Regelungen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird  das verbleibende Restrisiko für vertretbar gehalten.,,,
A019,G 0.30 Unberechtigte Nutzung oder Administration von Geräten und Systemen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird  das verbleibende Restrisiko für vertretbar gehalten.,,,
A019,G 0.31 Fehlerhafte Nutzung oder Administration von Geräten und Systemen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird  das verbleibende Restrisiko für vertretbar gehalten.,,,
A019,"G 0.35 Nötigung, Erpressung oder Korruption",selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird  das verbleibende Restrisiko für vertretbar gehalten.,,,
A019,G 0.39 Schadprogramme,selten,beträchtlich,mittel,Risikoreduktion,"Die technischen Maßnahmen zur Risikominimierung für die Webserver werden als hinreichend erachtet. Da sich aber diese Gefährdungen insbesondere auch aufgrund von Leichtfertigkeit oder anderen Fehlern der Benutzer ergeben, ist eine grundsätzliche Sensibilisierungsmaßnahme zu den Gefahren durch Schadsoftware, Phishing, Social Engineering etc. geplant. ",selten,beträchtlich,mittel
A019,G 0.40 Verhinderung von Diensten (Denial of Service),selten,beträchtlich,mittel,Risikoreduktion,Es soll ein redundanter Server angeschafft werden.,selten,beträchtlich,mittel
A019,G 0.42 Social Engineering,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird  das verbleibende Restrisiko für vertretbar gehalten.,,,
A019,G 0.46 Integritätsverlust schützenswerter Informationen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird  das verbleibende Restrisiko für vertretbar gehalten.,,,
A020,G 0.14 Ausspähen von Informationen (Spionage),selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird  das verbleibende Restrisiko für vertretbar gehalten.,,,
A020,G 0.15 Abhören,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird  das verbleibende Restrisiko für vertretbar gehalten.,,,
A020,G 0.18 Fehlplanung oder fehlende Anpassung,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird  das verbleibende Restrisiko für vertretbar gehalten.,,,
A020,G 0.19 Offenlegung schützenswerter Informationen,selten,beträchtlich,mittel,Risikoreduktion,"Die Datenbanken, welche durch das Datenbanksystem verwaltet werden, sollen verschlüsselt werden. ",selten,beträchtlich,mittel
A020,G 0.20 Informationen oder Produkte aus unzuverlässiger Quelle,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird  das verbleibende Restrisiko für vertretbar gehalten.,,,
A020,G 0.21 Manipulation von Hard- oder Software,selten,beträchtlich,mittel,Risikoreduktion,Die Datenbanksysteme sollen als virtuelle Maschine betrieben werden. Dadurch ist der Umzug bei einem Ausfall oder Manipulation leichter durchzüfhren.,selten,beträchtlich,mittel
A020,G 0.22 Manipulation von Informationen,selten,beträchtlich,mittel,Risikoakzeptanz,Nur berechtigte Administratoren haben Zugriff auf das Datenbanksystem. Diesen Administratoren wird vertraut. Das Restrisiko wird als vertretbar angesehen.,,,
A020,G 0.23 Unbefugtes Eindringen in IT-Systeme,selten,beträchtlich,mittel,Risikoreduktion,Es soll ein Intrusion-Detection-System angeschafft werden.,selten,beträchtlich,mittel
A020,G 0.25 Ausfall von Geräten oder Systemen,selten,beträchtlich,mittel,Risikoreduktion,Die Datenbanksysteme sollen als virtuelle Maschine betrieben werden. Dadurch ist der Umzug bei einem Ausfall oder Manipulation leichter durchzuführen.,selten,beträchtlich,mittel
A020,G 0.26 Fehlfunktion von Geräten oder Systemen,selten,beträchtlich,mittel,Risikoreduktion,Die Datenbanksysteme sollen als virtuelle Maschine betrieben werden. Dadurch ist der Umzug bei einem Ausfall oder Manipulation leichter durchzuführen.,selten,beträchtlich,mittel
A020,G 0.27 Ressourcenmangel,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird  das verbleibende Restrisiko für vertretbar gehalten.,,,
A020,G 0.28 Software-Schwachstellen oder -Fehler,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird  das verbleibende Restrisiko für vertretbar gehalten.,,,
A020,G 0.30 Unberechtigte Nutzung oder Administration von Geräten und Systemen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird  das verbleibende Restrisiko für vertretbar gehalten.,,,
A020,G 0.31 Fehlerhafte Nutzung oder Administration von Geräten und Systemen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird  das verbleibende Restrisiko für vertretbar gehalten.,,,
A020,G 0.32 Missbrauch von Berechtigungen,selten,begrenzt,gering,Risikoakzeptanz,"Die vorhandenen Berechtigungen werden als hinreichend restriktiv angesehen. Den Administratoren wird vertraut, so dass weitergehende Kontrollen ihrer Tätigkeit nicht geplant werden.",,,
A020,G 0.36 Identitätsdiebstahl,selten,vernachlässigbar,gering,Risikoakzeptanz,Ein Identitätsdiebstahl ist nach Meinung der RECPLAST GmbH nicht möglich. Das Restrisiko ist vertretbar.,,,
A020,G 0.37 Abstreiten von Handlungen,selten,begrenzt,gering,Risikoakzeptanz,Die Handlungen werden protokolliert. Das Restrisiko wird als vertretbar angesehen.,,,
A020,G 0.39 Schadprogramme,selten,beträchtlich,mittel,Risikoreduktion,"Die technischen Maßnahmen zur Risikominimierung für das Datenbanksystem werden als hinreichend erachtet. Da sich aber diese Gefährdungen insbesondere auch aufgrund von Leichtfertigkeit oder anderen Fehlern der Benutzer ergeben, ist eine grundsätzliche Sensibilisierungsmaßnahme zu den Gefahren durch Schadsoftware, Phishing, Social Engineering etc. geplant. ",selten,beträchtlich,mittel
A020,G 0.40 Verhinderung von Diensten (Denial of Service),selten,beträchtlich,mittel,Risikoreduktion,Die Datenbanksysteme sollen als virtuelle Maschine betrieben werden. Dadurch ist der Umzug bei einem Ausfall oder Manipulation leichter durchzuführen.,selten,beträchtlich,mittel
A020,G 0.43 Einspielen von Nachrichten,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird  das verbleibende Restrisiko für vertretbar gehalten.,,,
